Miembro,Telefono Empresa,Web,Localidad,Provincia
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Rincon de Milberg,BUENOS AIRES
COOPERATIVA DE SERVICIOS PUBLICOS DE FATIMA LIMITADA (COSEFA),0230-4490900/4444110,www.cosefa.com.ar,RIO LUJAN,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Rivadavia,BUENOS AIRES
VEGA CESAR AUGUSTO (I-TIC),0264 4018969,www.i-tic.com,RIVADAVIA,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,Rivera,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Rojas,BUENOS AIRES
DESE TECHNOLOGIES ARGENTINA S.A. (DESEMAX),0291-4066200,www.desetech.com.ar,Rojas,BUENOS AIRES
LINKUP INTERNET S.R.L.,(02475) 464656,www.linkupinternet.com.ar,Rojas,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Rojas,BUENOS AIRES
SITERNET S.R.L.,(0249) 44336000/636,www.ruralink.com.ar,Rojas,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Rosario,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Rosewelt,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Saavedra,BUENOS AIRES
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LTDA,,www.coopsal.com.ar,Saladillo,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Salazar,BUENOS AIRES
BROADBANDTECH SA (BBT),011 6385-9100,www.bbt.com.ar,Saliqueló,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Saliqueló,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Salto,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Salto,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Salto,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Salvador Mazza,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Sampacho,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Andres de Giles,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,San Andres de Giles,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,San Antonio de Areco,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Bernardo,BUENOS AIRES
,"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA (CESOP)",www.cesop.com.ar,San Bernardo,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,San Bernardo,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Bernardo,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,San Bernardo,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Bernardo,BUENOS AIRES
TVC 5 SA,(02257) 420081,www.tvc5sa.com.ar,San Bernardo,BUENOS AIRES
CIUDAD GLOBAL S.A.,0291-455-8448,www.ciudadglobal.com.ar,San Cayetano,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,San Cayetano,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,San Cayetano,BUENOS AIRES
ATCCO S.R.L.,(02252) 422416,www.atcco.com.ar,San Clemente del Tuyú,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE PINAMAR LTDA / TELPIN02254 483000,,www.telpin.com.ar,San Clemente del Tuyú,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,San Clemente del Tuyú,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,San Clemente del Tuyú,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Fernando,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,San Fernando,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Fernando,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Fernando,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,San Francisco de Bellocq,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Francisco Solano,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,San Francisco Solano,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Francisco Solano,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Francisco Solano,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Isidro,BUENOS AIRES
ALPHA 2000 SOLUCIONES INFORMATICAS SRL,(011) 43455150,www.alpha2000.com.ar,San Isidro,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,San Isidro,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Isidro,BUENOS AIRES
JOCKEY CLUB AC,011-4006-2800 int 1411,www.jockeyclub.org.ar,San Isidro,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Isidro,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Isidro,BUENOS AIRES
TELEFONIA PUBLICA Y PRIVADA S.A.,4372-3310,www.tpp.com.ar,San Isidro,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,San Jose,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Jose,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Justo,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Justo,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Justo,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,San Justo,BUENOS AIRES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,San Lorenzo,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,San Marcos Sur,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Martin,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Martín,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,San Martín,BUENOS AIRES
EREZUMA MARTIN (T-WIRELESS),011 61144194,,San Martín,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Martín,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,San Miguel,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,San Miguel,BUENOS AIRES
CUARTEL QUINTO COMUNICACIONES SRL (TRUJUY NET),,,San Miguel,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,San Miguel,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,San Miguel,BUENOS AIRES
LUIS EDUARDO PEDRAZA  (DANEZ),44556283,www.daneznet.com,San Miguel,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Miguel,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,San Miguel,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,San Miguel,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,San Miguel,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,San Miguel Arcángel,BUENOS AIRES
COOPERATIVA ELECTRICAD DE MONTE LTDA,02271-409500,www.coopmonte.com.ar,San Miguel del Monte,BUENOS AIRES
EFEYSE SRL (INTERNET LOCAL),02226-423000,www.internetlocal.com.ar,San Miguel del Monte,BUENOS AIRES
INTERNET SERVICES SA,011-781-5417,www. is.com.ar,San Nicolas,BUENOS AIRES
G2K ARG SA (G2K HOSTING),54-11-5258-8785,www.g2khosting.com,San Nicolás,BUENOS AIRES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,San Nicolás,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,San Nicolas,BUENOS AIRES
BARONE MATIAS RICARDO,34434491,www.grupobarone.com.ar,San Nicolas de los Arroyos,BUENOS AIRES
CONNFLEX SRL,011 2150 2580,www.connflex.com,San Pedro,BUENOS AIRES
EMPRESA DE SERVICIOS Y APLICACIONES TECNOLOGICAS SRL,(02225) 426024 // (02225) 4260,www.wicom.com.ar,San Vicente,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Sansinena,BUENOS AIRES
,COOPERATIVA TELEFONICA Y OTROS SERVICIOS DE SANTA CLARA DEL MAR LIMITADA COOTELSER,www.cootelser.com.ar,Santa Clara del Mar,BUENOS AIRES
COOPERATIVA DE SERVICIOS PUBLICOS DE FATIMA LIMITADA (COSEFA),0230-4490900/4444110,www.cosefa.com.ar,SANTA COLOMA,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,SANTA FE,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Santa Teresita,BUENOS AIRES
ATLANTICA VIDEO CABLE SA,(02246) 420282 / 810,www.avcsa.com.ar,Santa Teresita,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE PINAMAR LTDA / TELPIN02254 483000,,www.telpin.com.ar,Santa Teresita,BUENOS AIRES
DANAIDE SA,0810-999-3262,www.danaide.com.ar,Santa Teresita,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Santa Teresita,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Santa Teresita,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Santo Tomás,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Santos Lugares,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Santos Lugares,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Santos Lugares,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Sarandi,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Sarandi,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Sarandi,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Sarandi,BUENOS AIRES
VISIO RED SRL,1151993126,www.visio.red,Sarandi,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Sierra de la Ventana,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Smith,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,Sol y Verde,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Sordeaux,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Sourigues,BUENOS AIRES
SISTA S.A.,(0221) 4275510,www.sista.com.ar,Spegazzini,BUENOS AIRES
IPNEXT S.A.,5368-4000,www.ipnext.net.ar,Suipacha,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Suipacha,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tablada,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tablada,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tandil,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE PINAMAR LTDA / TELPIN02254 483000,,www.telpin.com.ar,Tandil,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Tandil,BUENOS AIRES
MUNICIPALIDAD DE TANDIL,0249 4432049 int 1136,www.tandil.gov.ar,Tandil,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tandil,BUENOS AIRES
SITERNET S.R.L.,(0249) 44336000/636,www.ruralink.com.ar,Tandil,BUENOS AIRES
UGALDE JUAN IGNACIO (DUPPINI COMUNICACIONES)0249-4438824,,www.duppini.com.ar,TANDIL,BUENOS AIRES
UNIVERSIDAD NACIONAL DEL CENTRO (UNICEN),249 4422000,www.unicen.edu.ar,Tandil,BUENOS AIRES
USINA POPULAR Y MUNICIPAL DE TANDIL SEM,(0249) 4447200,www.usinatandil.com.ar,Tandil,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Tapiales,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Tapiales,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Temperley,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Temperley,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Temperley,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Temperley,BUENOS AIRES
"LACALLE, JOSE GUILLERMO",291-6482193,www.cisnet.com.ar,Teniente Origone,BUENOS AIRES
COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS DE TORTUGUITAS LTDA,,www.cooptortu.com.ar,Tierras Altas,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tigre,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Tigre,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Tigre,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Tigre,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tigre,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Tigre,BUENOS AIRES
,COOPERATIVA ELECTRICA INTEGRAL DE PROVISION DE SERVICIOS PUBLICOS Y SOCIALES DE TODD LTDA (TODD.NET),,Todd,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tolosa,BUENOS AIRES
GIZA S.A.,,www.giza.com.ar,Tolosa,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tolosa,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,Tornquist,BUENOS AIRES
COOPERATIVA DE PROVISION DE SERVICIOS PUBLICOS DE TORTUGUITAS LTDA,,www.cooptortu.com.ar,Tortuguitas,BUENOS AIRES
,"COOPERATIVA TELEFÓNICA Y DE OTROS SERVICIOS PÚBLICOS, CONSUMO Y VIVIENDA LOPEZ CAMELO LTDA (COTELCAM)",,Tortuguitas,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Tortuguitas,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Tortuguitas,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Tortuguitas,BUENOS AIRES
COOPERATIVA DE ELECTRICIDAD DE TRENQUE LAUQUEN,02392-4100031/410005,www.cooptl.com.ar,Trenque Lauqen,BUENOS AIRES
SISTA S.A.,(0221) 4275510,www.sista.com.ar,Trenque Lauquen,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tres Arroyos,BUENOS AIRES
CIUDAD GLOBAL S.A.,0291-455-8448,www.ciudadglobal.com.ar,Tres Arroyos,BUENOS AIRES
ETERNET SRL,(02983) 513040,www.eternet.cc,Tres Arroyos,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tres Arroyos,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Tres Lomas,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Tristan Suarez,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Tristan Suarez,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Trujui,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Trujui,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Trujui,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Trujui,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Turdera,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Turdera,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Udaondo,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Valentín Alsina,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Valentín Alsina,BUENOS AIRES
COOPERATIVA TELEFÓNICA DE PINAMAR LTDA / TELPIN02254 483000,,www.telpin.com.ar,Valeria del Mar,BUENOS AIRES
BENTO IVAN GABRIEL (IP COMS),02229 44 2494,www.ipcoms.com.ar,Varela,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Verónica,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Vicente Lopez,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Vicente Lopez,BUENOS AIRES
EREZUMA MARTIN (T-WIRELESS),011 61144194,,Vicente Lopez,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Vicente Lopez,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Vicente Lopez,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Vicente Lopez,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Victoria,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Victoria,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,Victoria Oeste,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Adelina,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Adelina,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Villa Albertina,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Ballester,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Ballester,BUENOS AIRES
PREFORM SRL,11 5272 6013 / 14 / 15,www.preform.com.ar,Villa Ballester,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Ballester,BUENOS AIRES
SN COMUNICACIONES SRL (SN WIFI),0800 345 6666,www.snwifi.com.ar,Villa Bonich,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Bosch,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Bosch,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Bosch,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Brown,BUENOS AIRES
UGALDE JUAN IGNACIO (DUPPINI COMUNICACIONES)0249-4438824,,www.duppini.com.ar,VILLA CACIQUE,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Caraza,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Caraza,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Centenario,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Villa Centenario,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa de Mayo,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa de Mayo,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa de Mayo,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Domínico,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Villa Domínico,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Elisa,BUENOS AIRES
INTERNET WINDS AG SA,(0221) 5130100,www.iwinds.com.ar,Villa Elisa,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Elisa,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Elisa,BUENOS AIRES
COSEIDI SA,5277-9700,www.fiber.net.ar,Villa España,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Fiorito,BUENOS AIRES
JUMPNET SOLUCIONES DE INTERNET S.R.L.,011-6632-6600,www.jumpnet.com.ar,Villa Fiorito,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Fiorito,BUENOS AIRES
LATINA NET TELECOMUNICACIONES SRL,70771401,www.latinanet.com.ar,"Villa Fiorito, Lomas de Zamora",BUENOS AIRES
COOPERATIVA TELEFONICA Y OTROS SERVICIOS DE VILLA GESELL COTEL LTDA,,www.cotel.com.ar,Villa Gesell,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Villa Gesell,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Gesell,BUENOS AIRES
VILLA GESELL TELEVISION COMUNITARIA S.A. (GESATEL),(02255) 463397 (02255)  460344,www.gesatel.com,Villa Gesell,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Gobernador Udaondo,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa la Florida,BUENOS AIRES
ANTENA DELTA SRL (WIREDCOM),11 5258-0496,www.wiredcom.com.ar,Villa la Ñata,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Luzuriaga,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Luzuriaga,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Luzuriaga,BUENOS AIRES
ESCOBAR ARNEZ MARCELINO (ACCESS),,,Villa Madero,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Martelli,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Martelli,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Martelli,BUENOS AIRES
NODOCOOP FEDERACION DE COOPERATIVAS LTDA,(02923) 494200,www.nodocoop.com.ar,Villa Maza,BUENOS AIRES
TELMEX ARGENTINA S.A.,,www.claro.com.ar,Villa Mercedes,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Villa Nueva,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Ortíz,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Raffo,BUENOS AIRES
ARPA NET RAMALLO S.A. (INTER AIR),03407-489182,,Villa Ramallo,BUENOS AIRES
VER TV SA/TELERED,0810-810-22253,www.telered.com.ar,Villa Rosa,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa San Andrés,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa San Luis,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Santos Tesei,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Santos Tesei,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Santos Tesei,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Villa Sarmiento,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Villa Sarmiento,BUENOS AIRES
RED INTERCABLE DIGITAL S.A.,(5411) 6091.5600,www.redintercable.com.ar,Villa Sauze,BUENOS AIRES
ADVANTUN SRL,5365-8800,www.advantun.com,Villa Transradio,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Villa Transradio,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,"(011) 5031-2400
5365-8800
4322-8488",www.ifxnetworks.com,Virreyes,BUENOS AIRES
ADVANTUN SRL,,www.advantun.com,Wilde,BUENOS AIRES
FUNDACION INNOVAT (INNOVARED),,www.innova-red.net/,Wilde,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Wilde,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Wilde,BUENOS AIRES
SILICA NETWORKS ARGENTINA SA,+54 (11) 4103-1300,www.silicanetworks.com,Wilde,BUENOS AIRES
SION SA,0810 999 0100,www.sion.com,Wilde,BUENOS AIRES
TELECENTRO S.A.,0800-322-9500,www.telecentro.com.ar,Wilde,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Willam C. Morris,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,William C. Morris,BUENOS AIRES
CPS.COMUNICACIONES SA /METROTEL,(011) 6091-1000,www.metrotel.com.ar,Zarate,BUENOS AIRES
IFX NETWORKS ARGENTINA SRL,(011) 5031-2400,www.ifxnetworks.com,Zarate,BUENOS AIRES
LIMA VIDEO CABLE SA (CABLETEL),(03487) 431034,www.cabletel.net.ar,Zarate,BUENOS AIRES
MULTITRUNK SA (YEAP!),5236-5200,www.yeap.com.ar,Zarate,BUENOS AIRES
"SES, SISTEMAS ELECTRONICOS SA",5453-8469,www.ses.com.ar,Zarate,BUENOS AIRES
TECNOCOMP ARGENTINA TELECOMUNICACIONES Y SERVICIOS SRL,,www.tecno-comp.net,Zarate,BUENOS AIRES
